Frame,Centre,nose,left eye(inner),left eye,left eye(outer),right eye(inner),right eye,right eye(outer),left ear,right ear,mouth(left),mouth(right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
49.0,0.7827945086691115/0.4490895083657018/-0.050310772084803494,0.7936875224113464/0.25012993812561035/-0.23162081837654114,0.7922782301902771/0.24814806878566742/-0.2305060625076294,0.7974535226821899/0.24508731067180634/-0.23062147200107574,0.8035861849784851/0.24140745401382446/-0.23063625395298004,0.7862060070037842/0.24761171638965607/-0.22042401134967804,0.785469114780426/0.24893538653850555/-0.22045277059078217,0.785060703754425/0.24865315854549408/-0.22060836851596832,0.806658923625946/0.25506800413131714/-0.14660139381885529,0.7855875492095947/0.2551784813404083/-0.14112690091133118,0.80055832862854/0.2612398564815521/-0.20602168142795563,0.7912766337394714/0.26270821690559387/-0.19971269369125366,0.828948974609375/0.3165283799171448/-0.07383674383163452,0.7652351260185242/0.31233373284339905/-0.10265526920557022,0.8289326429367065/0.375282883644104/-0.03039124608039856,0.7486171126365662/0.37304356694221497/-0.061281025409698486,0.8255426287651062/0.42753803730010986/-0.07951027154922485,0.7303565144538879/0.4306544363498688/-0.11585073173046112,0.8268521428108215/0.45669108629226685/-0.09308190643787384,0.72279292345047/0.4439452886581421/-0.13574530184268951,0.826452910900116/0.453670859336853/-0.11374034732580185,0.7250668406486511/0.44574275612831116/-0.1600949466228485,0.8234568238258362/0.446646124124527/-0.08927764743566513,0.73004549741745/0.44151434302330017/-0.12753236293792725,0.8023925423622131/0.4567916691303253/0.02177778258919716,0.7700924873352051/0.4498480260372162/-0.021787619218230247,0.7902843952178955/0.5519002676010132/0.06132540479302406,0.7716454267501831/0.5486500263214111/-0.02516561932861805,0.7731313109397888/0.6353158950805664/0.18092098832130432,0.7692393660545349/0.6394925713539124/0.10443080216646194,0.7629696726799011/0.6515804529190063/0.18798035383224487,0.760650098323822/0.65666264295578/0.11287497729063034,0.7949962019920349/0.6637098789215088/0.11419763416051865,0.7799811363220215/0.6635493040084839/0.013135737739503384
50.0,0.7835280829005771/0.4494623221732952/-0.0423493149423006,0.7944750785827637/0.25467225909233093/-0.2283429503440857,0.7947222590446472/0.2492551952600479/-0.22883209586143494,0.7990955710411072/0.2482357919216156/-0.22888384759426117,0.801820695400238/0.2463522106409073/-0.22877123951911926,0.7893602848052979/0.24953046441078186/-0.21834485232830048,0.7886365652084351/0.2504436671733856/-0.218387171626091,0.7878936529159546/0.25037670135498047/-0.21853050589561462,0.8075692057609558/0.25555217266082764/-0.14147569239139557,0.7876678109169006/0.2568954825401306/-0.14127519726753235,0.8001607060432434/0.2651282846927643/-0.20364230871200562,0.7931740880012512/0.26642748713493347/-0.19791074097156525,0.8289182782173157/0.3143453299999237/-0.07289791852235794,0.7656986713409424/0.31557515263557434/-0.10332756489515305,0.829923689365387/0.37457582354545593/-0.0008940460393205285,0.74909508228302/0.37353235483169556/-0.06687644869089127,0.8289812803268433/0.4299391210079193/-0.03524758294224739,0.7292491793632507/0.4306388199329376/-0.11185117065906525,0.8297955989837646/0.45344215631484985/-0.04345732554793358,0.7222278714179993/0.4421968162059784/-0.12991662323474884,0.8293810486793518/0.45326361060142517/-0.06520325690507889,0.7240428924560547/0.4444640874862671/-0.15306568145751953,0.8269978761672974/0.445558100938797/-0.044885922223329544,0.7287161946296692/0.44113585352897644/-0.12237628549337387,0.802444338798523/0.45676299929618835/0.023988759145140648,0.770560085773468/0.4498833417892456/-0.02404610440135002,0.7901878356933594/0.5519762635231018/0.0718718022108078,0.7719265818595886/0.5486758351325989/-0.030383652076125145,0.7731488347053528/0.6356189846992493/0.19065400958061218,0.7689749002456665/0.6395483016967773/0.0851765051484108,0.7630491852760315/0.6518318057060242/0.19768185913562775,0.7605580687522888/0.6567345261573792/0.0921744778752327,0.7958987951278687/0.6635230779647827/0.11973479390144348,0.7824350595474243/0.6635846495628357/-0.007637237664312124
51.0,0.7839258578088548/0.44982267640255114/-0.04515095310354674,0.7953803539276123/0.25754514336586/-0.23295512795448303,0.7969714403152466/0.25110313296318054/-0.2255932241678238,0.8014875054359436/0.250752717256546/-0.22563855350017548,0.8046100735664368/0.24718540906906128/-0.22561921179294586,0.7897557616233826/0.2513457238674164/-0.22625479102134705,0.7906047105789185/0.2519873082637787/-0.2262975424528122,0.7891530394554138/0.2514987587928772/-0.22641246020793915,0.8090415000915527/0.2557477653026581/-0.14342990517616272,0.7879575490951538/0.2582438886165619/-0.15950296819210052,0.8011966347694397/0.26776981353759766/-0.20280301570892334,0.7947777509689331/0.26868680119514465/-0.20561519265174866,0.8290114998817444/0.3140738308429718/-0.07174289971590042,0.7659960985183716/0.315420001745224/-0.12416541576385498,0.830645740032196/0.3745139539241791/0.01257932186126709,0.7494695782661438/0.37118276953697205/-0.09533993154764175,0.8300766348838806/0.4311493933200836/-0.01670931465923786,0.7288514375686646/0.42978817224502563/-0.13143636286258698,0.8307508230209351/0.4536433517932892/-0.022447675466537476,0.7220947742462158/0.4419911801815033/-0.15174904465675354,0.8308692574501038/0.45366472005844116/-0.04579664394259453,0.7235742807388306/0.4442148208618164/-0.17337127029895782,0.8284791707992554/0.44622960686683655/-0.026954224333167076,0.7278441190719604/0.4424079954624176/-0.14214864373207092,0.8024682402610779/0.4562302529811859/0.02815190888941288,0.7708989381790161/0.44979551434516907/-0.02825588919222355,0.790202796459198/0.5520554184913635/0.0760750025510788,0.771965503692627/0.5487657785415649/-0.0322837233543396,0.7733303904533386/0.635755181312561/0.19258563220500946,0.7684019804000854/0.6400193572044373/0.0810752660036087,0.7633770108222961/0.6518546938896179/0.19922536611557007,0.7601490616798401/0.6569420099258423/0.08790430426597595,0.79648357629776/0.6636011600494385/0.12156528979539871,0.7827034592628479/0.6639196872711182/-0.011530576273798943
52.0,0.7850459306328385/0.45000089208285016/-0.05045062653651392,0.7957570552825928/0.2587512731552124/-0.23786480724811554,0.7979955077171326/0.252167671918869/-0.22850771248340607,0.8027006387710571/0.2521756589412689/-0.22855502367019653,0.8063062429428101/0.251270055770874/-0.22856439650058746,0.7901501655578613/0.25220173597335815/-0.23123376071453094,0.791796863079071/0.25266051292419434/-0.23126980662345886,0.7902113795280457/0.25190043449401855/-0.23137661814689636,0.8098505139350891/0.25600650906562805/-0.14889706671237946,0.7885645627975464/0.2584519684314728/-0.1633775681257248,0.8020754456520081/0.26908546686172485/-0.2064831405878067,0.7956886887550354/0.26962965726852417/-0.2103031873703003,0.8287755250930786/0.3137109577655792/-0.06957445293664932,0.766355037689209/0.31492123007774353/-0.12461478263139725,0.830976128578186/0.3737877905368805/0.002820076886564493,0.7497251629829407/0.3700489401817322/-0.09660228341817856,0.8326112031936646/0.43126529455184937/-0.03678729385137558,0.7291580438613892/0.43075820803642273/-0.13753381371498108,0.8383908867835999/0.4539124369621277/-0.04557058587670326,0.7228305339813232/0.4420427978038788/-0.1573110818862915,0.8387385606765747/0.45412158966064453/-0.06830666214227676,0.7244433164596558/0.4442874789237976/-0.17922548949718475,0.8330419659614563/0.4467155337333679/-0.046978168189525604,0.7287247776985168/0.44238314032554626/-0.14799624681472778,0.8025047183036804/0.4555817246437073/0.02867908589541912,0.7708881497383118/0.4493764340877533/-0.02877616323530674,0.7901864647865295/0.5523703098297119/0.0757339596748352,0.7723532915115356/0.5491575598716736/-0.031109780073165894,0.7733477354049683/0.635817289352417/0.1903766691684723,0.7679519057273865/0.640403151512146/0.08326570689678192,0.7634454965591431/0.6521437764167786/0.1972881257534027,0.7596927881240845/0.657308042049408/0.09007346630096436,0.7966318726539612/0.6636420488357544/0.11636123806238174,0.7835302948951721/0.6643434762954712/-0.009452670812606812
53.0,0.7861453868724682/0.45017261306444806/-0.05396903304521133,0.7967434525489807/0.2592538595199585/-0.24289749562740326,0.7993826270103455/0.2535073459148407/-0.23427636921405792,0.80282062292099/0.2536945343017578/-0.2343284636735916,0.8048462271690369/0.2533213198184967/-0.23434995114803314,0.7916957139968872/0.25333747267723083/-0.2356942892074585,0.7922383546829224/0.2547227740287781/-0.23573049902915955,0.7908230423927307/0.25439387559890747/-0.2358405888080597,0.8098990321159363/0.25644248723983765/-0.1584995836019516,0.7893349528312683/0.2590884566307068/-0.1644638031721115,0.8020095825195312/0.2697603404521942/-0.21221773326396942,0.7960484027862549/0.27025604248046875/-0.21392755210399628,0.828400194644928/0.31353649497032166/-0.0762169137597084,0.7667350769042969/0.31458571553230286/-0.12255832552909851,0.8311945796012878/0.37300917506217957/-0.006761216092854738,0.7497076392173767/0.36939889192581177/-0.09479991346597672,0.8387138843536377/0.43212631344795227/-0.043824683874845505,0.7297744154930115/0.431362122297287/-0.1397784799337387,0.8433791399002075/0.4514203369617462/-0.05344919487833977,0.7242692112922668/0.44340187311172485/-0.1593688577413559,0.8436027765274048/0.45326119661331177/-0.0758741945028305,0.7258564829826355/0.4458734393119812/-0.18179504573345184,0.8403680324554443/0.4470440745353699/-0.05391593277454376,0.7300194501876831/0.44385701417922974/-0.15034541487693787,0.8025311231613159/0.45509421825408936/0.02796465903520584,0.7710285782814026/0.44921237230300903/-0.02805015631020069,0.789980411529541/0.5523859858512878/0.07423652708530426,0.7724348902702332/0.5491657853126526/-0.031722426414489746,0.7733556032180786/0.6358741521835327/0.18736767768859863,0.7672157883644104/0.6405259370803833/0.08280277252197266,0.7635592222213745/0.652620255947113/0.19411984086036682,0.7592074275016785/0.657488226890564/0.08941465616226196,0.7965695261955261/0.6639202237129211/0.10933981835842133,0.7839865684509277/0.6646955609321594/-0.01194292027503252
54.0,0.7841257386737399/0.4305971220687584/-0.10783295916324412,0.7959389686584473/0.2597506642341614/-0.25299569964408875,0.7976812720298767/0.2537301182746887/-0.23939114809036255,0.8017893433570862/0.25428643822669983/-0.23943361639976501,0.8052588701248169/0.253990113735199/-0.23947376012802124,0.7910962104797363/0.25516262650489807/-0.24487562477588654,0.7907593250274658/0.2559974491596222/-0.2449321299791336,0.789154589176178/0.25582942366600037/-0.2450278401374817,0.8093757033348083/0.25676000118255615/-0.150587260723114,0.7861291170120239/0.25914543867111206/-0.16643677651882172,0.8005271553993225/0.2702961564064026/-0.2138318419456482,0.794500470161438/0.2730731666088104/-0.22122962772846222,0.8272954821586609/0.3135029077529907/-0.042682405561208725,0.7645013332366943/0.31257617473602295/-0.12716397643089294,0.8314703106880188/0.372883141040802/0.013592737726867199,0.7405863404273987/0.33708637952804565/-0.21985021233558655,0.8419653177261353/0.43224668502807617/-0.03217311203479767,0.7193666696548462/0.32174956798553467/-0.4181809723377228,0.8480905294418335/0.4503682255744934/-0.04117794707417488,0.7102653980255127/0.3182283043861389/-0.45825886726379395,0.8462132215499878/0.4523278772830963/-0.06406524777412415,0.7135311961174011/0.31381240487098694/-0.4707178771495819,0.8434579968452454/0.44576719403266907/-0.04253251105546951,0.7179179787635803/0.31681326031684875/-0.4288233518600464,0.8016632199287415/0.4533817172050476/0.03375497832894325,0.7700948715209961/0.44753149151802063/-0.03388037532567978,0.7897814512252808/0.5522778630256653/0.05920571833848953,0.7727324962615967/0.5491779446601868/-0.05705295503139496,0.7733652591705322/0.6363734602928162/0.16135428845882416,0.7670111656188965/0.6407967209815979/0.037399109452962875,0.7635716199874878/0.6536034941673279/0.16664455831050873,0.7590761184692383/0.6578720211982727/0.041253816336393356,0.7966299057006836/0.6639982461929321/0.0814841017127037,0.7863356471061707/0.6647217869758606/-0.06453818827867508
55.0,0.785049992579001/0.41490208164409353/-0.10490761993073479,0.8013784289360046/0.2602536082267761/-0.24363282322883606,0.8027252554893494/0.25344744324684143/-0.223077192902565,0.8055199980735779/0.25371381640434265/-0.22310103476047516,0.807411253452301/0.25354453921318054/-0.22316303849220276,0.7957342267036438/0.2548806369304657/-0.23820288479328156,0.7938001155853271/0.25545012950897217/-0.23829767107963562,0.7915481328964233/0.25550633668899536/-0.23836864531040192,0.8096947073936462/0.2566743493080139/-0.11785830557346344,0.7870751619338989/0.25853869318962097/-0.16273261606693268,0.8050058484077454/0.2704107463359833/-0.19808723032474518,0.7975054979324341/0.2728826105594635/-0.21800069510936737,0.8267437219619751/0.31287306547164917/-0.01939484290778637,0.7654089331626892/0.3045026957988739/-0.13638466596603394,0.8316661715507507/0.37231674790382385/0.0419713519513607,0.7393249869346619/0.30076831579208374/-0.26586171984672546,0.8423314690589905/0.4288357198238373/0.021720482036471367,0.7220959067344666/0.2513177692890167/-0.4545131325721741,0.8473727703094482/0.4458436965942383/0.018984710797667503,0.7119222283363342/0.2199273705482483/-0.49656787514686584,0.8461949229240417/0.4475034475326538/-0.0014056067448109388,0.7163321375846863/0.2195311188697815/-0.5024593472480774,0.8438960909843445/0.44280537962913513/0.012546862475574017,0.7207787036895752/0.22232715785503387/-0.4630529582500458,0.801568865776062/0.44926223158836365/0.04017127677798271,0.7702574729919434/0.4440895617008209/-0.04034104570746422,0.7895185947418213/0.5518650412559509/0.04872259870171547,0.7727966904640198/0.5491950511932373/-0.05814697965979576,0.7733717560768127/0.6368173956871033/0.14258354902267456,0.7670244574546814/0.641319990158081/0.035798050463199615,0.7637947201728821/0.6549323201179504/0.14739961922168732,0.7592213153839111/0.6587537527084351/0.03959943354129791,0.7968534827232361/0.6640710830688477/0.06265685707330704,0.7872147560119629/0.6647372841835022/-0.06622068583965302
56.0,0.7856125544618677/0.41433561124183516/-0.08531467050865844,0.8013127446174622/0.260166734457016/-0.191677987575531,0.8024942278862/0.25324028730392456/-0.17568807303905487,0.8055329918861389/0.25371792912483215/-0.175709530711174,0.8072887063026428/0.2535616159439087/-0.175747811794281,0.7958623766899109/0.2548602223396301/-0.18702565133571625,0.7941881418228149/0.25541096925735474/-0.18708929419517517,0.7936190962791443/0.2556740939617157/-0.1871878057718277,0.8092025518417358/0.2570746839046478/-0.07928303629159927,0.7872979640960693/0.25887078046798706/-0.12801557779312134,0.8049511313438416/0.27040180563926697/-0.1532994657754898,0.7983489632606506/0.2720622718334198/-0.168334499001503,0.8255454897880554/0.3117789030075073/0.011426553130149841,0.7687697410583496/0.30265796184539795/-0.13120277225971222,0.8304532170295715/0.37211331725120544/0.07980500906705856,0.7413188219070435/0.3047259747982025/-0.24633008241653442,0.8364524841308594/0.4173068702220917/0.07376077026128769,0.734504222869873/0.2576625943183899/-0.41985082626342773,0.8385357856750488/0.43329519033432007/0.07277706265449524,0.7292904257774353/0.2436114102602005/-0.45877960324287415,0.8379005789756775/0.43041765689849854/0.05497242510318756,0.7230529189109802/0.22305189073085785/-0.4623408913612366,0.8357195258140564/0.42071136832237244/0.06605976819992065,0.7229546308517456/0.23130567371845245/-0.42647767066955566,0.8014364838600159/0.4490249454975128/0.041694849729537964,0.7725533843040466/0.4437961280345917/-0.041791629046201706,0.7882725596427917/0.5517779588699341/0.03441498428583145,0.774337649345398/0.5498981475830078/-0.05204537510871887,0.7732721567153931/0.6374081373214722/0.10501402616500854,0.7670919299125671/0.6425653696060181/0.02627999149262905,0.7638115882873535/0.6562629342079163/0.10725539922714233,0.7593255639076233/0.6602535843849182/0.02811991050839424,0.7972416877746582/0.6641130447387695/0.025550832971930504,0.7885847687721252/0.6647461652755737/-0.07119826972484589
57.0,0.7860108238679392/0.394652447214833/-0.04830898579072069,0.8088415265083313/0.26091790199279785/-0.15182292461395264,0.8050123453140259/0.25323960185050964/-0.13736191391944885,0.8065537214279175/0.2537037134170532/-0.13736732304096222,0.8074080348014832/0.2535626292228699/-0.13740386068820953,0.7992690801620483/0.2541501224040985/-0.1506711095571518,0.7985621094703674/0.2546655535697937/-0.15070831775665283,0.7980963587760925/0.25563564896583557/-0.15083038806915283,0.8093731999397278/0.2568805515766144/-0.047588277608156204,0.7897370457649231/0.25884580612182617/-0.10700705647468567,0.8058567047119141/0.270374596118927/-0.11590734124183655,0.8044487237930298/0.27225783467292786/-0.13353370130062103,0.8233708143234253/0.3067294955253601/0.04976503178477287,0.7749559879302979/0.30090370774269104/-0.11866459995508194,0.8298643827438354/0.3537622094154358/0.13711011409759521,0.7421207427978516/0.30240190029144287/-0.23364749550819397,0.8335774540901184/0.31558656692504883/0.17315739393234253,0.7364691495895386/0.24897556006908417/-0.3773847222328186,0.8310673236846924/0.3080635368824005/0.18392464518547058,0.730758011341095/0.23428195714950562/-0.40905600786209106,0.8308159112930298/0.29990437626838684/0.18255065381526947,0.7231868505477905/0.21607542037963867/-0.41300496459007263,0.8310006856918335/0.30272194743156433/0.17317532002925873,0.7242645025253296/0.22408805787563324/-0.3831217885017395,0.8002930879592896/0.44929569959640503/0.049714382737874985,0.7767835855484009/0.4441925287246704/-0.04981990158557892,0.7871425151824951/0.5516974925994873/0.04459571838378906,0.7767091393470764/0.5510582327842712/-0.03823019564151764,0.7730197906494141/0.6375793218612671/0.10801636427640915,0.7675856947898865/0.6426841020584106/0.036008644849061966,0.7637940049171448/0.656972348690033/0.1097467914223671,0.7597399950027466/0.6604337096214294/0.03794348984956741,0.7972822785377502/0.6641653180122375/0.037762414664030075,0.7902331352233887/0.6647658944129944/-0.04902460426092148
58.0,0.7890256577067905/0.39760980617117/-0.07568374900492253,0.808122992515564/0.26496878266334534/-0.1669856309890747,0.8052573204040527/0.2559289038181305/-0.1507743000984192,0.8066114783287048/0.2562516927719116/-0.15080782771110535,0.8075846433639526/0.25628694891929626/-0.15084156394004822,0.8000349402427673/0.2558494508266449/-0.16209089756011963,0.7994592785835266/0.25629115104675293/-0.16212312877178192,0.7977302074432373/0.25640398263931274/-0.16223031282424927,0.8095106482505798/0.2583678960800171/-0.05135065317153931,0.7898364663124084/0.261134535074234/-0.10261312872171402,0.8058568239212036/0.2746341824531555/-0.12793955206871033,0.8040722608566284/0.27493777871131897/-0.14296327531337738,0.8234803080558777/0.306856244802475/0.03663168102502823,0.7741146087646484/0.30153435468673706/-0.10383705794811249,0.829382598400116/0.35086700320243835/0.07673870772123337,0.7497457265853882/0.3082822561264038/-0.23114825785160065,0.8287208676338196/0.2943684756755829/0.022647259756922722,0.7502151131629944/0.2607366740703583/-0.375996857881546,0.8317003846168518/0.3064463436603546/0.010876455344259739,0.7468149662017822/0.24713394045829773/-0.4097781181335449,0.8304142951965332/0.29956164956092834/0.042211003601551056,0.7485769987106323/0.24411632120609283/-0.4106642007827759,0.8298643827438354/0.30244964361190796/0.028222283348441124,0.7505550384521484/0.250179648399353/-0.3805438280105591,0.8003049492835999/0.45027315616607666/0.0479440838098526,0.776308000087738/0.4470141530036926/-0.04799812659621239,0.7872714996337891/0.5518110990524292/0.03557074815034866,0.7766679525375366/0.5519692897796631/-0.05133657902479172,0.7730203866958618/0.6378920078277588/0.11418583244085312,0.767665684223175/0.6427274942398071/0.026441046968102455,0.7638134360313416/0.6576279997825623/0.1176934614777565,0.7598325610160828/0.6606046557426453/0.028689462691545486,0.7974767088890076/0.6642056703567505/0.03961997851729393,0.7903470993041992/0.6647635102272034/-0.06777796149253845
59.0,0.7988407369013186/0.40579484016806994/-0.0538370420259458,0.8155565857887268/0.27056029438972473/-0.1260560303926468,0.8131121397018433/0.2610991895198822/-0.11161497980356216,0.8138608336448669/0.26090261340141296/-0.1116526648402214,0.814405620098114/0.2607690989971161/-0.11167984455823898,0.8090980648994446/0.26162222027778625/-0.12817049026489258,0.8071593046188354/0.2617718577384949/-0.12818969786167145,0.805086076259613/0.2619074583053589/-0.12826524674892426,0.8095261454582214/0.2608290910720825/-0.027961719781160355,0.7953640818595886/0.2637835144996643/-0.1009233221411705,0.815000593662262/0.2793850600719452/-0.09262562543153763,0.8108914494514465/0.2801210284233093/-0.1141379252076149,0.8193860054016113/0.3070462644100189/0.05558397248387337,0.7828313708305359/0.3016001582145691/-0.120317243039608,0.8234463334083557/0.35144180059432983/0.12230196595191956,0.7780783176422119/0.3112078607082367/-0.2531694173812866,0.8291628956794739/0.33830171823501587/0.11379905045032501,0.7975082397460938/0.2569047510623932/-0.36315131187438965,0.8320705890655518/0.3592122197151184/0.11195753514766693,0.800392210483551/0.24313095211982727/-0.39686334133148193,0.830671489238739/0.3594270646572113/0.09764468669891357,0.8024033904075623/0.23988108336925507/-0.39429137110710144,0.8296478390693665/0.3575054109096527/0.10646636039018631,0.8018166422843933/0.24553252756595612/-0.36513346433639526,0.7994086742401123/0.4501233398914337/0.05587540566921234,0.7786858081817627/0.4476127624511719/-0.0559261217713356,0.7868507504463196/0.5516979098320007/0.04782457277178764,0.7767967581748962/0.5521563291549683/-0.03696683049201965,0.7723692655563354/0.6379461288452148/0.11431211978197098,0.7677565217018127/0.6430673003196716/0.028971083462238312,0.7633163928985596/0.6579411029815674/0.11606641113758087,0.7598794102668762/0.6608954071998596/0.030305080115795135,0.7971221804618835/0.6642201542854309/0.04748736694455147,0.7927599549293518/0.6649294495582581/-0.05467202141880989
60.0,0.8026504936041655/0.4286027661076299/-0.015168248796490607,0.8169660568237305/0.2692164480686188/-0.14953087270259857,0.8143702149391174/0.2604016065597534/-0.13662971556186676,0.8150020837783813/0.2602905333042145/-0.13666309416294098,0.8155266046524048/0.2601490020751953/-0.1366836428642273,0.8108780980110168/0.2607835829257965/-0.15546566247940063,0.8088775277137756/0.2609958350658417/-0.15549513697624207,0.8068799376487732/0.26110681891441345/-0.15558142960071564,0.8093677163124084/0.26085376739501953/-0.055124010890722275,0.796505331993103/0.2634662687778473/-0.1424933224916458,0.8171566724777222/0.27837422490119934/-0.11602414399385452,0.8128535747528076/0.27907073497772217/-0.1401703953742981,0.8130314946174622/0.3072036802768707/0.04911109805107117,0.7905105352401733/0.30669355392456055/-0.17173707485198975,0.8190260529518127/0.35564956068992615/0.1316518485546112,0.792406439781189/0.3638606667518616/-0.2108258455991745,0.8275823593139648/0.3625805079936981/0.12001638114452362,0.8186815977096558/0.36695432662963867/-0.1801692545413971,0.8300896286964417/0.37804922461509705/0.11606042832136154,0.8235933780670166/0.37394750118255615/-0.2019583284854889,0.8288947343826294/0.37485185265541077/0.0980006530880928,0.8258664011955261/0.36487627029418945/-0.20672699809074402,0.8282676339149475/0.3720596134662628/0.11064180731773376,0.823032557964325/0.36234620213508606/-0.180740088224411,0.7982234358787537/0.4502943456172943/0.06543681770563126,0.7815496325492859/0.44880393147468567/-0.0654347762465477,0.7863077521324158/0.5514923334121704/0.09187649935483932,0.7769788503646851/0.5521939992904663/-0.00775401433929801,0.7719434499740601/0.637986958026886/0.168074369430542,0.7681864500045776/0.6434568166732788/0.08379433304071426,0.762945830821991/0.6579320430755615/0.1716853231191635,0.7602376341819763/0.6611215472221375/0.0886666551232338,0.7968406081199646/0.6637839078903198/0.11119486391544342,0.7945175170898438/0.6651543974876404/0.012935330159962177
61.0,0.7957596271126358/0.397407387693723/-0.039867240521642894,0.8144946098327637/0.26207396388053894/-0.13383831083774567,0.8131133317947388/0.2530827820301056/-0.11878398060798645,0.8142138123512268/0.2527667284011841/-0.11878541857004166,0.8152478933334351/0.2526165843009949/-0.11880449950695038,0.8087431788444519/0.2540046274662018/-0.13336649537086487,0.8068751096725464/0.25425371527671814/-0.13340170681476593,0.8048919439315796/0.2545919716358185/-0.13349929451942444,0.8093364834785461/0.2592563033103943/-0.029729576781392097,0.796078085899353/0.2595386207103729/-0.09658320993185043,0.8158367276191711/0.27155229449272156/-0.09851119667291641,0.810550332069397/0.27267012000083923/-0.11787987500429153,0.8141462802886963/0.30549106001853943/0.059284936636686325,0.7853633761405945/0.30250436067581177/-0.13486416637897491,0.8327456712722778/0.3372417092323303/0.13400983810424805,0.7764421105384827/0.31312495470046997/-0.25273239612579346,0.8268506526947021/0.3078106641769409/0.17832189798355103,0.7831940054893494/0.262290894985199/-0.3474767208099365,0.8248552680015564/0.30330902338027954/0.18882814049720764,0.7823906540870667/0.24965634942054749/-0.3742923438549042,0.8222472667694092/0.2975972294807434/0.1892966628074646,0.7837962508201599/0.248458132147789/-0.36859747767448425,0.8229072093963623/0.299814909696579/0.17921896278858185,0.7846160531044006/0.25441697239875793/-0.347829669713974,0.8020160794258118/0.44812285900115967/0.06065598130226135,0.7804791927337646/0.44447940587997437/-0.060735370963811874,0.7867662906646729/0.5513929724693298/0.058859821408987045,0.7759943008422852/0.5498878359794617/-0.05308622121810913,0.771969199180603/0.6381297707557678/0.12258746474981308,0.7681355476379395/0.6426229476928711/0.01950904354453087,0.7631648182868958/0.6582662463188171/0.12554563581943512,0.7602590322494507/0.6609635949134827/0.02263791300356388,0.7972912788391113/0.6641649007797241/0.06126174330711365,0.7935831546783447/0.6651613712310791/-0.060277000069618225
62.0,0.7931361507486414/0.3878698337961126/-0.03863732662931499,0.8091239333152771/0.2517624497413635/-0.09620683640241623,0.810072124004364/0.24422045052051544/-0.08706836402416229,0.8115057945251465/0.24395279586315155/-0.08707629144191742,0.8127674460411072/0.24382679164409637/-0.08708688616752625,0.8050438761711121/0.24522438645362854/-0.09131014347076416,0.8028669953346252/0.2455589324235916/-0.09134504944086075,0.8009222149848938/0.24598942697048187/-0.09145321696996689,0.8084691762924194/0.2526640295982361/-0.022798703983426094,0.7957721948623657/0.25289517641067505/-0.04196244478225708,0.8129072785377502/0.2614959180355072/-0.07062573730945587,0.8062118291854858/0.2627028226852417/-0.07635951787233353,0.8152579069137573/0.2999502420425415/0.03606482967734337,0.7839806079864502/0.2977176606655121/-0.04937116801738739,0.8326634168624878/0.3219343423843384/0.01250226330012083,0.7758464217185974/0.3078215420246124/-0.11598595231771469,0.8174169659614563/0.27450984716415405/-0.01252619456499815,0.7796754240989685/0.25795894861221313/-0.15160587430000305,0.8132153749465942/0.2634786069393158/-0.01655472442507744,0.77910977602005/0.24513298273086548/-0.16500920057296753,0.8125063180923462/0.2610332667827606/-0.007948099635541439,0.778831422328949/0.24404245615005493/-0.1641228348016739,0.8126896619796753/0.2658032178878784/-0.010223966091871262,0.7797789573669434/0.24988123774528503/-0.15287944674491882,0.8035350441932678/0.4412315785884857/0.03750327602028847,0.7806180119514465/0.4360576272010803/-0.037622738629579544,0.7868306636810303/0.5499128699302673/0.010510503314435482,0.775897204875946/0.5455107092857361/-0.048442646861076355,0.7719873785972595/0.6382885575294495/0.06566498428583145,0.7682947516441345/0.6422392725944519/0.012434813193976879,0.7632706761360168/0.658241331577301/0.06799778342247009,0.7605420351028442/0.660880446434021/0.014613211154937744,0.7972045540809631/0.6641818881034851/0.0015676288167014718,0.793039083480835/0.6651564836502075/-0.06182102486491203
